,,,,,,,
"On the 20th of June, at 4PM, Ms. Amila Jyothi Reddy will host an interactive session at the JB Auditorium, speaking about her inspiring journey from being a farm labourer to now leading a company whose turnover is in the millions of dollars. 

To partake in this special story, join the event organized by FICCI FLO, Gujarat (please see the attached image for the details).",15,"Seminar on IIT Gandhinagar's journey of campus development, today at 3:00 PM. The seminar will be showcasing hard work and dedication of the entire team  engaged in campus development with awards, discussions and presentations on the development of IIT Gandhinagar Palaj Campus.
Venue: AB 1/001
IIT Gandhinagar Contact: Professor Harish P.M",22,"IIT Gandhinagar<U+200B> is proud to host two public lectures by Nobel Laureates in the campus auditorium.

Professor Harold Varmus, is Nobel Laureate in Physiology or Medicine,1989. (https://www.nobelprize.org/nobel_prizes/medicine/laureates/1989/varmus-bio.html). Professor Varmus is currently a Professor of Medicine at Weill Cornell Medicine.

Professor Randy Schekman, is Nobel Laureate in Physiology or Medicine, 2013. (https://www.nobelprize.org/nobel_prizes/medicine/laureates/2013/schekman-facts.html). Professor Schekman is a faculty member at the University of California in Berkeley.",94,"IIT Gandhinagar organised a Seminar on ""IIT Gandhinagar Campus Development and Confined Masonry Construction Technology"" held on June 25.",0
,,,,,,,
"Today is the first day of the GIAN course on ""Asynchronous and Synchronous approaches to Network-on-chip (NoC) Architecture design"", organized by Prof Joycee Mekie. The course will feature lectures by Prof Peter Beerel, Prof. Virendra Singh and Prof Joycee Mekie. 

Prof Beerel is an Associate Professor in Electrical Engineering at the University of South California. He is also the Faculty Director of Innovation and Entrepreneurship in Engineering for the Viterbi School of Engineering. His research interests include a variety of topics in CAD and asynchronous VLSI design.

Prof Singh is a faculty member from IIT Bombay. He received his Ph.D in Computer Science in 2005 from Nara Institute of Science and Technology (NAIST) Kansai. His research interests span various themes including Computer Architecture Processor architecture and micro-architecture, VLSI Testing, and Fault-tolerant computing.

Find out more about this course from the website at:",17,"Professor Rajmohan Gandhi, Research Professor at the Center for South Asian and Middle Eastern Studies, University of Illinois at Urbana-Champaign, USA, will be delivering two Public Lectures on the theme ""Glimpses of Modern South Indian History"" on 7th & 9th February, 2016 at IIT Gandhinagar. This is the second one in the series of Indira Foundation Lectures constituted and held annually at IIT Gandhinagar with an aim to present the latest researches in various disciplines to a wider audience.",26,"IIT Gandhinagar<U+200B> is proud to host two public lectures by Nobel Laureates in the campus auditorium.

Professor Harold Varmus, is Nobel Laureate in Physiology or Medicine,1989. (https://www.nobelprize.org/nobel_prizes/medicine/laureates/1989/varmus-bio.html). Professor Varmus is currently a Professor of Medicine at Weill Cornell Medicine.

Professor Randy Schekman, is Nobel Laureate in Physiology or Medicine, 2013. (https://www.nobelprize.org/nobel_prizes/medicine/laureates/2013/schekman-facts.html). Professor Schekman is a faculty member at the University of California in Berkeley.",104,http://www.business-standard.com/article/economy-policy/iit-gandhinagar-to-move-to-new-campus-by-next-year-114052500713_1.html,3
,,,,,,,
NYASA's summer camp is underway - and Day 1 had the kids making these incredibly cute pen stands from waste water bottles! More pictures and information at: http://buff.ly/22nqGts,9,"IIT Gandhinagar family congratulates Professor Sameer Dalvi for receiving a grant from the Science and Engineering Research Board (SERB) for the project entitled, ""Understanding thermodynamic and kinetic factors affecting polymorphism of pharmaceutical ingradients"".",47,IIT Gandhinagar family congratulates Prof Gaurav Srivastava and Prof Amit Prashant (representing  the Discipline of Civil Engineering) for a grant under FIST Program-2016 for 300 kN Universal Testing m/c with accessories.,89,The event was a part of IITGN’s initiative to expand and scale-up its engagement and communication with Industry.,3
,,,,,,,
nan,10,"The Green Run Event organized under the aegis of sports and student life activities.

 IIT Gandhinagar Student Life",34,Mathegon 2017 celebration at IIT Gandhinagar.,92,"Staff and Faculty at IITGN got together to thank visiting faculty members who are ready to leave, for their contributions to the institute during their stay. Monday, April 21, 2014",3
,,,,,,,
"We're delighted to kickstart our #SundayInspirations series - quotes and thoughts set against the backdrop of scenes from IIT Gandhinagar.

Picture Courtsey: Devarsh Barbhaya",19,"NYASA, Sanjeevani Camp at IIT Gandhinagar.",66,"Campus Feature: The Water Story

RO systems waste almost two-thirds of the water that comes for purification into the system, and hence they are not very environmental friendly. Having a central water treatment facility to deliver potable tap water makes much more sense for an institute like us. At IIT Gandhinagar<U+200B>, we have successfully developed and stabilized our own water treatment facility and the complex distribution network of four separate water content (fresh water from supply, harvested rainwater, recycled water, and bore well water). We have been measuring and monitoring water quality on a daily basis and the water parameter are within the standards set by Bureau of Indian Standards (BIS) for potable water. 

You can also view the water quality on a daily basis by viewing live water test results by clicking http://www.iitgn.ac.in/new-campus/campuslive/.
(This can also be accessed from IITGN Main Page > The Campus on the Sabarmati > Campus Live): 

Wishing you all a happy new year from IIT Gandhinagar. 
Do write to us with your thoughts at: campus@iitgn.ac.in
File Picture: Water Supply Near Academic Block 6. 
Picture Courtesy: Devarsh Barbhaya",99,nan,1
,,,,,,,
"Nyasa is planning a summer camp for kids this year, following up on the success of the camp that was organized by them last year.

The camp starts on 23rd May and will conclude on 12th June with a closing ceremony. As a part of the camp, a variety of art, science and sports sessions are lined up for the evenings. 

Nyasa looks forward to contributions from the community - if you have  some ideas to share or are interested to volunteer, please get in touch! Write to nyasa@iitgn.ac.in",17,"Snapshots of the teacher workshop held at IIT Gandhinagar during 23-25 January 2017, conducted by the IIT Gandhinagar team. Teachers from Mehsana Dt, Gujarat are extremely glad to be part of this innovative and beyond chalk-talk workshop. IITGN aims to spread positive vibes across of the school classrooms through such unique Hands_On activities.",61,"Snapshots from a Seminar of the Materials Science and Engineering Seminar Series at IIT Gandhinagar delivered by Dr. Kumar V. Jata, CEO Jata Materials Solutions, Ohio on 29th December 2016.",94,nan,2
,,,,,,,
"Talk on ""Digital mobile plans of BBC on Messaging Platforms"" 
Speaker: Mr. Trushar Barot, Mobile Editor of British Broadcasting Corporation's (BBC) World Service Group
Date: Wednesday, 27th April 2016
Venue: 7/210 
Time: 12 noon-12.30pm
Discussion: 10 minutes
IIT Gandhinagar Contact: Professor Arnapurna Rath",5,Watch IIT Gandhinagar students on NDTV 24×7 tonight at 11.00PM.,23,"The Indian Army signed an MoU with IIT Gandhinagar earlier today, initiating a long-term collaboration and marking the beginning of an academia-army relationship. As a part of this joint initiative, the Indian Army will set up a Research and Development Cell on the IITGN Campus. The research cell will work with the faculty and students to identify problems and possible solutions for the Indian Army.

Pictures Courtesy: Devarsh Barbhaya",487,nan,3
,,,,,,,
"Lectures on Random Walk problem and Brownian motion
Speaker: Professor Anupam Kundu, ICTS, Bangalore
Dates: 27th April to 30th April
Venue: Block 7/103
Time: 6:00 PM - 7:30 PM 
IIT Gandhinagar Contact: Professor Sudipta Sarkar",9,"Campus Features: The Banyan Tree

The finishing touches to a campus often comes from the landscape. However, landscape is also the slowest to mature. Our ancestors planted trees and nurtured them for years to give shade and also to protect from harsh weather conditions. 

In the IIT Gandhinagar campus, take for example the Banyan tree that is to be a centrepiece of the academic area. While growing steadily, it certainly has several years before it can exert its grandeur on the campus environment. The same is with the 20+ trees planted in the central plaza of the academic area (Samwad area), or the 12 Neem trees in the Vidyachaya area. Imagine the atmosphere of the campus in another decade!",68,"The seventh Leadership Conclave of IIT Gandhinagar took place on 27th December 2016. The agenda this year was to discuss initiatives for strengthening and sustaining the culture of the institute, grooming young faculty for leadership roles, alumni engagement, and IITGN’s research park.

Pictures Courtesy: Devarsh Barbhaya",152,nan,3
,,,,,,,
"Talk on Internal Security Management by Shri Vappala Balachandran at IIT Gandhinagar on April 18, 2016 at 4PM. Organized by the Shastrarth Socratic Society.",19,"Medha Patkar, an Indian social activist working on various crucial political and economical issues, will be visiting IIT Gandhinagar on Monday, 23rd January 2017 to deliver a talk.
Time: 12:00 PM - 1:30 PM
Venue: AB 1/002
IIT Gandhinagar Contact: Professor Sandeep Pandey",51,"The sixth Academic Advisory Council meeting of IIT Gandhinagar was organized on 26th December 2016. This year's council meeting had on its agenda strengthening teaching and learning process in the institute, improving governance systems, identifying focus areas in research, and planning future academic facilities. 
Pictures Courtesy: Devarsh Barbhaya",121,"Economic growth has little impact on reducing malnutrition in children: IIT study (March 27, 2014) http://timesofindia.indiatimes.com/india/Economic-growth-has-little-impact-on-reducing-malnutrition-in-children-IIT-study/articleshow/32778184.cms",2
,,,,,,,
Activities of the self-help group NEEV at IIT Gandhinagar.,12,"Snapshots from the talk on ""The Origins of Memory Systems"" by Professor Frederick Coolidge, held today at IIT Gandhinagar 

Professor Coolidge is currently a Scholar-in-Residence at IIT Gandhinagar. He is a Professor of Psychology at the University of Colorado, Colorado Springs (UCCS), and Co-Director of the UCCS Center for Cognitive Archaeology. He teaches evolutionary neuropsychology.",32,Scientists from IIT Gandhinagar Civil Engineering Discipline develop high-resolution maps of agroecological zones.,222,nan,3
,,,,,,,
"Title of the Lecture: Introduction on Archaeozoology
Speaker: Professor P.P. Joglekar
Date: 15.04.2016, 5PM-6PM
Venue: 7/203
Open to all
IIT Gandhinagar Contact: Professor V.N. Prabhakar",9,"Applications are invited for admissions to MA Society and Culture 2017 batch. 
For details please visit: http://ow.ly/zKca308btlh 

The last date to send your application is 27th January 2017.",27,"IIT Gandhinagar launched the fifth edition of its annual cultural immersion program ""India Ki Khoj"" on Monday, 12th December 2016. The event brings together students and faculty members from California Institute of Technology (Caltech, United States), Japan Advanced Institute of Science and Technology (JAIST, Japan), and Indian Institute of Technology Gandhinagar (IIT Gandhinagar) to explore the idea of India and participate in lectures at IIT Gandhinagar on Indian history, politics, culture and society: http://www.iitgn.ac.in/india-ki-khoj/schedule.php. #iitgntalks",163,nan,2
,,,,,,,
"Design Workshop: Two days design workshop by Ms. Gauri Waagenar  on "" Introduce World History &Sequence and Perspective to Heritage Issues"". 
Description: These days there is a lot of propaganda, and, historical facts are taken out of context and presented through coloured lenses. This workshop should help the participant look at that moment in time taking into consideration all that took place in the world scenario and put it in perspective for better understanding and conclusions. Exploring research methodology techniques and approaching history in an objective manner.
Date: 9-10 April,2016
Time: 10am - 5pm
Venue: Block 5, 210
IITGN Contact: Franklin Kristi",13,"IIT Gandhinagar family congratulates Professor Vineet Vashista for receiving a grant from  the Science and Engineering Research Board (SERB)  for the project entitled, ""Development of a novel wearable cable-driven exoskeleton for robotic neurorehabilitation"".",46,"A team of students from the College of Alice and Peter Tan of National University of Singapore visited IIT Gandhinagar on 5th December 2016. The visit was part of their annual learning tour to Gujarat in order to understand development and the role of local communities. The programme at IIT Gandhinagar had talks by faculty members of IIT Gandhinagar. Dr. C. N. Pandey spoke to the students about the natural history of Gujarat, Dr. V.N. Prabhakar gave a talk on Archaeological Heritage of Gujarat, and Dr. Shivakumar Jalod’s talk was on the ‘Paradox of Gujarat Development’.",102,nan,1
,,,,,,,
"Film screening and Talk: ""Possibilities of Reconciliation""
Speakers: Prof Rajmohan Gandhi and Prof Chelva Kumar
Date: April 4, 2016
Time: 4:00pm
Venue: Block 7, Room 108
Description: The event will have a film screening of ""Fambul Tok"", by Sarah Terry, on reconciliation processes in Sierra Leone, East Africa, after civil war. This will be followed by a conversation with Prof Rajmohan Gandhi and Prof Chelva Kumar, about their personal experience in peace making processes in India and Sri Lanka. 
IIT Gandhinagar Contact: Prof. Pedro Pombo",5,"Campus Feature: The Space Frame

We are releasing this belated edition of Campus Feature to celebrate the colours of the Kite Festival in Gujarat. 

The space frame over the Samvad area, the centre of the academic area of the campus, is designed to act as a central congregation space. In addition to creating an aspirational motif, it also draws inspiration from the tradition in Gujarat of flying kites during Uttarayan (Makar Sankranti). The pattern forming a roof-like structure is an interpretation of kites of different colours spanning the sky on the Uttaryan day, a traditional festive bonanza of Gujarat. It also provides shade and complete air ventilation in the peak of summers!!",42,"Campus Feature: IIT Gandhinagar and Underwriters Laboratories have joined hands to develop a one of its kind facility in India to enable full scale fire testing of buildings. This facility comes at a time when the Government of India has launched a major initiative on developing 100+ smart cities. Given the frequency and severity of recent fires, ensuring built environment and infrastructure safety will be crucial to the success of the smart city initiative. The first full-scale test on 8th December 2016  at IIT gandhinagar launched this facility. One portion of the facility (a 3 storey building) is furnished with usual office furniture and set on fire. Extensive instrumentation will record key variables such as ambient temperature, structural deformations, and smoke movement, etc. The facility will prove to be a test bed for existing and new building construction technologies, and development of regulations and standards related to infrastructure safety.",192,"The Institute newsletter Connections edition - October to December 2013 has been published. The same can be viewed from the link below:
",1
,,,,,,,
"Title of the Talk: ""Seismic isolation of structures, components and systems in safety-related nuclear facilities""
Speaker: Professor Andrew Whittaker from the State University of New York (SUNY) Buffalo
Date: April 4, 2016
Time: 4:00 pm to 4:50 pm
Venue: AB7 / Room 202
Description: The talk will include recent developments in the United States to implement isolation in nuclear facilities, including the writing of risk-oriented standards for analysis and design of isolated nuclear structures, and the development, verification and validation of advanced numerical models for elastomeric and sliding isolators, and their implementation in OpenSees and ABAQUS.
IIT Gandhinagar Contact: Prof Manish Kumar
Admission: Open for all",6,"Dr. Gururaj “Desh” Deshpande, globally known for establishing several companies, entrepreneurship & innovation centres in academic institutions including the MIT Deshpande Foundation is visiting IIT Gandhinagar on 13th January 2017. He will be delivering a public talk at IIT Gandhinagar on Friday, 13th January 2017.

Title of the Talk: ""Global Opportunities for Indian Institutes and entrepreneurs""

Date: 13th Jan 2017, Friday
Time: 17:00 Hrs
Venue: AB1-002

About the Speaker: Gururaj “Desh” Deshpande is a Trustee of Deshpande Foundation along with his wife Jaishree. He is also the President and Chairman of Sparta Group LLC, a family investment office and is also the Chairman of Tejas Networks. 

Dr. Deshpande has pursued an entrepreneurial career for the last three decades. He is involved either as the founder, a founding investor or chairman of several companies including Cascade Communications, Sycamore Networks, Coral Networks, Tejas Networks, Cimaron, Webdialogs, Airvana, Sandstone Capital, A123 Systems and Curata. 

Dr. Deshpande lives in Boston and serves as a life-member of the MIT Corporation, and his support has made possible MIT's Deshpande Center for Technological Innovation. 

The Deshpande Foundation strengthens ecosystems that create significant social and economic impact through entrepreneurship and innovation. Leveraging the experience gained at the MIT Center, the Deshpande Foundation has facilitated the setup of four other centers; Deshpande Center for Social Entrepreneurship in India, EforAll (formerly known as the Merrimack Valley Sandbox) in Lowell/Lawrence Massachusetts, the Pond- Deshpande Center at the University of New Brunswick in Canada, and the Dunin Deshpande Queens Innovation Center at Queens University in Kingston, Ontario.

Dr. Deshpande holds a B. Tech. in Electrical Engineering from the Indian Institute of Technology - Madras, an M.E. from the University of New Brunswick in Canada, and Ph.D from Queens University in Canada. He was the co-chair of the National Council to support President Obama's innovation and entrepreneurship strategy. #iitgntalks

IIT Gandhinagar Contact: Professor Amit Prashant",29,"A GIAN course on Fuel Cell Technology is being organized at IIT Gandhinagar from 5th to 9th December 2016. Professor Gregory Jackson, Professor and Head of Mechanical Engineering at Colorado School of Mines, is the primary resource person for this course. Professor Atul Bhargav is the IIT GN resource person. #iitgntalks",84,nan,1
,,,,,,,
"IIT Gandhinagar Cinematheque club and Student cultural group will host the screening of ""Buddha in a Traffic Jam"". The actress of the film Pallavi Joshi (National Film Award Winner) and the director of the movie Vivek Agnihotri will be visiting the institute during the screening. 
Screening: 6:00 pm, 29th March (tomorrow)
Venue: Main Auditorium, Block 2.
The screening will be followed by a Q & A session with the director and the cast members. 
IITGN Contact: Palak Sadani, Cultural Secretary IITGN",12,"IIT Gandhinagar Materials Science and Engineering Seminar Series to host a talk by Dr Amit Kumar.

About the Speaker: Dr Amit Kumar is an expert in the field of ferroelectrics and multiferroics, especially on the study of domains and domain wall related phenomena using scanning probe microscopy techniques. He currently holds a lecturer position in School of Mathematics and Physics at Queen’s University Belfast, UK. 

Title - An Insight into Spontaneously Ordered and Engineered Ferroelectric Domain Pattern. #iitgntalks
Jan 9th 2017 3:00PM
Venue: AB 6/202
IIT Gandhinagar Contact: Professor Amit Arora",23,"A team of IIT Gandhinagar students Amit Kumar Singh, Nidhi Anand, and Mayuri Kushare, led by Professor Amit Arora (Materials Science and Engineering Discipline) traveled to Sikkim for the Army-Academia-Industry interaction under the aegis of Army Design Bureau. 

The team visited some of the difficult terrains where Indian army personnel are posted to guard our borders in North-East India. Their goal was to understand the technology being used by Indian Army and to also observe the living conditions of the army personnel. The journey started from Bagdogra to various forward posts of Indian Army, covering Natu La pass, Gangtok and then back to Bagdogra. The entire contingent had members of various academic and industrial organizations. They met the personnel posted in these locations, ate with them, visited their guard posts, bunkers, and tents. They also visited the Army field hospital and were given a brief about work and related issues.

Professor Amit Arora, shared the following note about experiences of the team during this visit:
 ""The visit was an eye opener about how our research is not reaching the borders where our armed forces are in the real need of technological advancement. The Indian Army spread out their equipment for us and discussed their issues at every one of these posts that we visited. We have come back with a lot of ideas and challenges and are going to work hard on providing solutions. Our sincere thanks to all the Army officers and Jawans for making our trip a comfortable one. Thank you for putting so much effort to make us aware of the issues and challenges. Last but not the least, thank you for such wonderful hospitality and delicious food in some of the more difficult locations. Jai Hind.""",198,"Faculty and staff  of IITGN had a funfilled day at the institute's annual Picnic 2014, on Feb 9.",1
,,,,,,,
"Special Colloquium: CV Vishveshwara on black holes and their collisions
Speaker: Prof CV Vishveshwara, Former Senior Professor at Indian Institute of Astrophysics.
Date: March 17, 2016
Time: 4:00pm - 5:00pm
Venue: Block 7, Room 203
Description: The talk will discuss black holes, gravitational waves, and the black-hole merger as detected by LIGO. The presentation will be non-technical and use photographs, visuals and videos which general audience can also understand.
Contact Person: Prof Anand Sengupta
Email: asengupta@iitgn.ac.in
Admission: Open for all",10,IIT Gandhinagar family congratulates Professors Sivapriya K and Vijaya Thiruvenkatam (representing the discipline of Chemistry) for receiving a grant under FIST Program-2016 for single crystal XRD Instrument.,56,"Campus Feature: We are happy to release the first campus fly-through of IIT Gandhinagar. 
Quite literally the video gives a bird's eye view of the Campus on Sabarmati. We have been giving brief glimpses of this video earlier through a few pictures, contests, and slideshows. Today, we present the complete fly-through of the campus.

Credits: Franklin Kristi and Brainsparrow Studio-Cinematography. Follow our Youtube link to watch the complete video: https://youtu.be/dytEMl2HlC8.

Write to us at: campus@iitgn.ac.in.",478,nan,0
,,,,,,,
"Managing Director of Delhi Metro Rail Corporation Ltd (DMRC), Shri Mangu Singh, will deliver the 1st Dr. A.N. Khosla Lecture at IITGN .

Title of Talk: Unique Engineering Features of Delhi Metro
Date: March 5, 2016
Time: 3:00 pm
Venue: Block 1, Room 1, IITGN Palaj
IITGN Contact: Prof Pranab Mohapatra",16,IIT Gandhinagar family congratulates Prof Chinmay GHoroi for receiving a grant  under DSIR-CRTDH  Programme for creation of DSIR-Common Research and Technology Development Hub (CRTDH) in the area of New Materials / Chemical Process.,63,"On 18th Nov 2016, Mehfil-e- Adab, an evening with Urdu Poetry Recitation was organised by Prof. Hamida Chopra and Mubashshir Ahsan at IITGN. Students of Urdu class recited ‘Ghazals’ and ‘Nazms’ of various poets. 

It was attended by guests, students and faculties from different disciplines. A few poets from Ahmedabad were invited as guests who added colors to the evening by their own poetry. Director of Peer Murshid library, Mr Moyuddeen ‘Bombaywala’ and Prof. Nisar Ansari from Vidyapeeth were guests of honor.

Poems of Urdu Poets like Allama Iqbal, Hasrat Mohani, Pt Brij Narayan Chakbast, Sahir Ludhyanwi, Iqbal Azeem, Mohd. Ali Johar, etc. were recited by students. The performance of students was highly appreciated by the audience and guests.",99,"Directed by visiting faculty, Prof Brian Brophy, students and faculty of IITGN staged a play called ""Malavikagnimitram"", a comedic courtly drama written by the great Sanskrit poet Kalidasa on January 29, 2014. The play told the story of King Agnimitra (the role of which was played by the institute's director, Prof SK Jain) and his secret love for the mysterious and beautiful dancer Malavika. The production was based on a fresh English translation of Sanskrit text by IITGN Prof Srinivas Reddy.",3
,,,,,,,
"Dr. J. Thomas Chapin, Vice President of Research at Underwriters' Laboratories, will be speaking at IIT Gandhinagar 
Title of the Talk: The Boeing Dreamliner 787 and the Lithium ion battery incident – a Case Study
Time: 11 AM - 12:15 PM Friday, 26 February
Venue: Palaj campus, Block7/ 106
IITGN Contact: Professor Atul Bhargav",7,"Safety Center at IIT Gandhinagar is organizing the 3rd International Safety Conference during January 3 - 6, 2017. The Conference http://ow.ly/GPaZ307wCKR will feature a symposium on Process Safety (SPS 2017) during January 3 - 4, 2016 and a symposium on Structures Under Fire (SSUF 2017) during January 5 - 6, 2017. ICS 2017 aims to be an interdisciplinary conference that brings together researchers, educators, safety officials, engineers, safety advocates, policy makers and consultants to undertake a comprehensive analysis and explore solutions to pressing safety challenges in India and around the world.
IIT Gandhinagar contact: Professor Chinmay GHoroi",35,"""Festivities Panchayat Circle IIT Gandhinagar"" -- October Photo Contest winner--Shashank Raman",179,"The Republic Day Celebrations at IITGN this year, apart from the flag hoisting, also included handing out of cash-awards and certificates to its outstanding non-teaching staff.  The day also witnessed children of 'Nyasa' performing poetry recitals. Nyasa is an initiative of IITGN to provide support and education to the children of the migrant construction workers at the institute's campus.",1
,,,,,,,
"Can the experience of beauty be measured? “Yes” was the answer that Professor of Neurobiologist at University College London, UK, Semir Zeki had to this mysterious and subjective question. He also added that experience of beauty is beyond the culture, caste and religion.  Professor Zeki was giving a public lecture on “The neurobiology of aesthetic experiences and the significance of beauty” IIT Gandhinagar on Thursday (February 18, 2016). The talk was a part of a lecture series called “Science and Beyond” organized by The British Council and IISER Pune and hosted by IIT Gandhinagar.",18,"Professor Hrushikesh N. Mhaskar from California State University, Los Angeles will be visiting IIT Gandhinagar on 22nd - 23rd December 2016. He will deliver talks on:
 (1) Introduction to machine learning and approximation theory.
 (2) Local analysis using spectral data.
Venue: AB 7/ 203
Time: 10AM - 11AM
IIT Gandhinagar Contact: Professor Atul Dixit
#iitgntalks #iitgn",23,"Dr. Ashish Nanda, the Director of Indian Institute of Management Ahmedabad (IIMA) visited IIT Gandhinagar on 9th November 2016. Dr. Nanda  delivered an open talk on the theme “Bias For Action”. 
The talk was a part of one of the signature events of Shastrarth Socratic Society (SSS), a student run organization of IIT Gandhinagar that focuses on  issues, events, and trends of contemporary India and the world. Dr. Nanda's talk focused on globalization and landmark events like ‘Brexit’ and American elections. #iitgntalks, #iitgn",155,"Safety Centre at IIT Gandhinagar is organizing a Symposium on Process Safety 2013 (SPS2013) on December 19-20, 2013. SPS 2013 will introduce participants to the fundamentals of Process Safety and its industrial practice. The Symposium will feature a panel discussion on ""Process Safety and Best Practices"" in which safety professionals from various industries, policy makers and scholars will discuss best practices, challenges, and possible solutions.

For more info click below link",1
,,,,,,,
IIT Gandhinagar student group hosted The Drum Circle in the Panchayat Circle on Feb 13th 2016. Welcome to the campus!!,16,"Professor Hrushikesh N. Mhaskar from California State University, Los Angeles will be visiting IIT Gandhinagar on 22nd - 23rd December 2016. He will deliver talks on:
 (1) Introduction to machine learning and approximation theory.
 (2) Local analysis using spectral data.
Venue: AB 7/ 203
Time: 10AM - 11AM
#iitgntalks #iitgn",22,"IIT Gandhinagar celebrated the 'Rashtriya Ekta Diwas' or the National Unity Day with a 'Run for Unity' on 31 October 2016, Monday. The day marks the birth anniversary of Sardar Vallabhbhai Patel.

Pictures Courtesy: Gaurav Shukla",215,Cognitive science takes centre stage at IIT-Gn,2
,,,,,,,
"IIT Gandhinagar  to host neurobiologist Professor Semir Zeki. He will be delivering the ‘Science and Beyond’ Public Lecture on ‘The neurobiology of aesthetic experiences and the significance of beauty’. Semir Zeki is Professor of Neuroesthetics at University College London, UK. Prof. Zeki coined the term ‘neuroesthetics’ and has been focusing on the ‘neural basis of artistic creativity and achievement, starting with the elementary perceptual process’. 
This talk is a part of a lecture series organized by The British Council and IISER Pune by eminent writers, scholars and historians of science from the UK entitled ‘Science and Beyond’. 
OPEN TO PUBLIC
Date and Time:18th February (Thursday), 2016; 3 PM
Venue:
Block 1 Auditorium (room: 001)
Indian Institute of Technology Gandhinagar, Palaj, Gandhinagar
IITGN Contact: Dr. Dyutiman Mukhopadhyay",8,"IIT Gandhinagar in collaboration with Balvant Parekh Centre for General Semantics and Other Human Sciences Sciences is organizing the VIIIth International Enigma Series Seminar entitled, ""Enigma of Nature/The Enigma of Non-Human"" on January 27th and 28th 2017. Abstracts can be sent by 31st December 2016. Details of the event can be accessed at: http://events.iitgn.ac.in/2017/enigma-of-nature/. 

IIT Gandhinagar Contact: Professor Jaison Manjaly & Professor Arnapurna Rath",31,Where Free Thinking Shines Bright,250,"IIT Gandhinagar will be organizing the International Conference on Cognition Emotion and Action from Friday the 6th to Sunday, the 8th of December 2013. 

For more information click below link:",2
,,,,,,,
"IIT Gandhinagar's Table Tennis team and Volleyball girls team have bagged the winners and runners-up trophies at the Justice League organized by Gujarat National Law University. 
Nikhil Sharma secured second place at District Level ""Khel-Mahakumbh"" tournament in Table Tennis. 

Congratulations to the winners!",15,"The Indian Women and Mathematics (IWM) regional workshop on Research and Career Opportunities in Mathematics will be inaugurated on December 20, 2016 at IIT Gandhinagar. The aim of the workshop is to empower women in mathematics from Gujarat and its neighboring states regarding the various opportunities in mathematics, and to give them a platform for  disseminating  their research work. The one day event from December 20 - 21, 2016 will feature talks by several mathematicians, in addition to a panel discussion, and a poster session.
Venue for Inauguration: AB/002
Time: 9:30AM - 10:30AM
For further details visit: http://ow.ly/MNWu307bfzg",49,"Campus Feature

Thank you for the great response to the IIT Gandhinagar Tagline contest on Facebook! While we could not use any one entry directly, all the ideas that you shared with us helped generate the final taglines. Today, we present the campus feature as a picture story of the new world in this slide show. Do write to us with your responses or your intention to visit us at  <campus@iitgn.ac.in>.

However, this is not all. Watch out this space for more.",115,The Institute newsletter Connections edition - July to September 2013 has been published. The same can be viewed from the link below,1
,,,,,,,
"Half Day Workshop on Globalization and Marginalization.
Key Note Address: Professor Jan Breman 
Panel Discussion: Prof Ghanshyam Shah, Prof Indira Hirway and Prof Tara Nair
Venue: Block 5/203, Palaj
Date: 9th February, 2016 (Tuesday)
Timing: 10am to 1pm
IITGN Contact: Professor Rita Kothari",9,"IIT Gandhinagar family congratulates Professor Nihar Ranjan Mohapatra for receiving a grant from the Department of Space for the project entitled, ""Development of High Voltage (HV) devices for CCD (Charge Coupled Device) clock drivers"". 
 #iitgnfaculty, #facultyachievements.",76,"The Seventh edition of the Annual technical summit of IIT Gandhinagar Amalthea'16 took place on October 22nd and October 23rd 2016. The summit had a plethora of speakers, technical conclaves, and signature events like the Drone race this year. Pictures Courtesy: Gaurav Shukla",153,"The talk will put in perspective the explosive 
growth and exciting initiatives in higher education in India. It 
will focus on developments at the Indian Institute of Technol-ogy Gandhinagar and its future vision and plans. Launched 
in 2008, IIT Gandhinagar seeks to establish itself as a center 
of excellence in research, teaching, and community engage-ment. The talk will cover some of the exciting initiatives 
undertaken by IIT Gandhinagar in its quest to become a 
globally recognized institution and outline some of the chal-lenges it faces going forward. 

As the Institute grows, it is looking for outstanding and 
enthusiastic young faculty members who share its vision, 
values and ambitions. The talk will provide an opportunity to 
those interested in considering teaching and research careers 
in India to gain first hand perspectives on the opportunities 
and possibilities that lie ahead. It will be followed by a dis-cussion and a question & answer session.",3
,,,,,,,
